,text,labels
10542,"GE officials say strong industrial sales along with an "" excellent "" global economy helped them make nearly $ 5.4 billion during the period .",B-org O O O O O O O O O O O O O O O O O O O O O O B-tim O
10543,"In a separate incident , kidnappers released a group of children Thursday , after abducting them from a school bus hours earlier .",O O O O O O O O O O O B-tim O O O O O O O O O O O
10544,"An army statement says the clash occurred late Tuesday in the Palpa area , some 250 kilometers west of the capital , Kathmandu .",O O O O O O O O B-tim O O B-geo O O O O O O O O O O B-geo O
10545,"Last April seven Chinese construction workers from Fujian province were kidnapped in Fallujah , but later released unharmed .",O B-tim O B-gpe O O O O O O O O B-geo O O O O O O
10546,"Most have been released unharmed , often after a ransom was paid .",O O O O O O O O O O O O O
10547,Officials say Muslim protests also planned in Paris and other European cities .,O O B-per O O O O B-geo O O O O O
10548,"Ukraine 's Supreme Court has invalidated the results of the country 's presidential runoff , and called for a new vote in three weeks .",B-org I-org I-org I-org O O O O O O O O O O O O O O O O O O B-tim O O
10549,"In an article published Sunday in the journal Nature , researchers said people with a variation of the gene are as much as 50 percent more likely to suffer from type 1 diabetes .",O O O O B-tim O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10550,"This leaves the head of the Islamic Dawa Party , Ibrahim al-Jaafari , as the likely front-runner .",O O O O O O B-org I-org I-org O B-per I-per O O O O O O
10551,The IAEA delegation is led by senior inspector Olli Heinonen .,O B-org O O O O O O B-per I-per O
10552,Reuters news agency says the group led by Jordanian terrorist leader Abu Musab al-Zarqawi claimed responsibility for the killing .,B-org O O O O O O O O O O B-per I-per I-per O O O O O O
10553,"Police report that Narayan Pokhrel was attacked early Friday in southwestern Nepal , and that one of the priest 's aides was wounded .",O O O B-per I-per O O O B-tim O O B-gpe O O O O O O O O O O O O
10554,It accused the group of using faulty and outdated information in its annual ranking of 146 nations based on perceived corruption .,O O O O O O O O O O O O O O O O O O O O O O
10555,"City officials say only about half of Cancun 's 27,000 hotel rooms are open this year , after Wilma battered the resort city last October .",B-geo O O O O O O B-geo O O O O O O O O O O B-per O O O O O B-tim O
10556,"Afghan police say Taliban militants attacked a police patrol in southern Helmand province overnight Saturday , killing four officers and wounding seven others .",B-gpe O O B-org O O O O O O O B-geo O B-tim I-tim O O O O O O O O O
10557,"Mr. Mikati said his priorities will be holding elections , reviving economic growth , and cooperating with the U.N. probe into February 's assassination of former Prime Minister Rafik Hariri .",B-per I-per O O O O O O O O O O O O O O O O B-geo O O B-tim O O O O B-per I-per I-per I-per O
10558,Practice for the race is Friday with qualifying on Saturday .,O O O O O B-tim O O O B-tim O
10559,"A U.S. statement says the fighting took place in the northern town of Tal Afar , and says there were no U.S. casualties .",O B-geo O O O O O O O O O O O B-org I-org O O O O O O B-geo O O
10560,Mr. Putin said heroes should not be slandered .,B-per I-per O O O O O O O
10561,Israel has also conducted a limited number of ground raids against the militants .,B-geo O O O O O O O O O O O O O
10562,"His final film "" Chaos "" was released earlier this year .",O O O O B-art O O O O O O O
10563,St. Nicholas is the main Claus .,B-geo I-geo O O O O O
10564,The U.S. military said Thursday that the city is now completely reopened and a little more than half of its residents have returned .,O B-geo O O B-tim O O O O O O O O O O O O O O O O O O O
10565,South Korean Foreign Ministry officials say the Japanese foreign minister has misguided views on the history between the two countries .,B-org B-gpe B-org I-org O O O B-gpe O O O O O O O O O O O O O
10566,Colombia 's second-largest rebel group has accepted an offer from neighboring Venezuela to facilitate peace talks between the guerrillas and the Colombian government .,B-geo O O O O O O O O O O B-geo O O O O O O O O O B-gpe O O
10567,The group has said in the past that those who commit acts of terror in the name of Islam are betraying that religion 's values .,O O O O O O O O O O O O O O O O O O B-org O O O O O O O
10568,Saleh told Afghanistan 's Parliament Tuesday he knew of the plot to murder President Karzai and had warned the Afghan leader and his security advisor .,B-per O B-geo O B-geo B-tim O O O O O O O B-per I-per O O O O B-gpe O O O O O O
10569,"Serbia , backed by veto-wielding U.N. Security Council member Russia , insists on maintaining sovereignty over the area .",B-geo O O O O B-org I-org I-org O B-geo O O O O O O O O O
10570,"Last week , Pakistani soldiers killed two foreign al-Qaida members and arrested 11 in the same region .",O O O B-gpe O O O O B-org O O O O O O O O O
10571,"Amnesty International has criticized the releases , saying they could allow war criminals to go unpunished .",O O O O O O O O O O O O O O O O O
10572,"Haiti 's economy suffered a severe setback when a 7 magnitude earthquake destroyed much of its capital city , Port-au-Prince , and neighboring areas in January 2010 .",B-geo O O O O O O O O O O O O O O O O O O O O O O O O B-tim I-tim O
10573,More than 100 people were killed .,O O O O O O O
10574,"Soccer ( football ) star George Weah , one of her opponents in the presidential race , has 21 percent .",O O O O O B-per I-per O O O O O O O O O O O O O O
10575,This is only a test .,O O O O O O
10576,His visit to Russia comes as relations between Moscow and Washington have soured in the wake of last month 's conflict between Russia and U.S. ally Georgia .,O O O B-geo O O O O B-geo O B-geo O O O O O O O O O O O B-geo O B-geo O B-geo O
10577,"The newspaper says some State Department officials defended the Afghan president , saying bad weather and logistical problems also contributed to the ineffectiveness of the eradication program .",O O O O B-org I-org O O O B-gpe O O O O O O O O O O O O O O O O O O
10578,The current government controls only parts of Mogadishu and relies on AU peacekeepers in order to stay in power .,O O O O O O O B-geo O O O O O O O O O O O O
10579,"At that moment a very smart gust of wind came up , and the consequence was that his wig flew off and left him there , feeling foolish and looking worse , with his bald head glistening like a billiard ball .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10580,"Iraqi Prime Minister Ibrahim al-Jaafari has said the raid will not undermine relations with Britain , although it has angered his government .",B-gpe B-per O B-per I-per O O O O O O O O O B-geo O O O O O O O O
10581,The Dalai Lama 's office in India set up a Twitter account this week under the name @dalailama .,O B-per I-per O O O B-geo O O O B-art O O O O O O B-art O
10582,South African officials say the tsunami killed at least nine South African tourists in Thailand .,B-geo B-gpe O O O O O O O O B-geo B-gpe O O B-geo O
10583,Reyes was killed in that raid .,B-per O O O O O O
10584,"Also during the hearing , Air Force General Richard Myers said there is not a good measure of how many of Iraq 's estimated 1,30,000 security forces are properly trained and equipped .",O O O O O B-org I-org I-org B-per I-per O O O O O O O O O O O B-geo O O O O O O O O O O O
10585,"If approved , the constitution would pave the way for Congolese elections next year .",O O O O O O O O O O B-gpe O O O O
10586,"Local elections were held in Cambodia in April 2007 , with little of the pre-election violence that preceded prior elections .",O O O O O B-geo O B-tim I-tim O O O O O O O O O O O O
10587,"Kashmir is in the midst of a 17-year insurgency that has claimed more than 45,000 lives .",B-geo O O O O O O O O O O O O O O O O
10588,"The organization 's executive director , Jose Luis Machinea , said projected figures for this year show the lowest poverty rates since the early 1980s , but he cautioned that two years of growth will not solve the region 's problems .",O O O O O O B-per I-per I-per O O O O O O O O O O O O B-tim O O B-tim O O O O O B-tim O O O O O O O O O O O
10589,The judge hearing British 100-meter sprint champion Dwain Chambers ' appeal of a lifetime Olympic ban has delayed his decision until Thursday .,O O O B-gpe O O O B-org I-org O O O O O O O O O O O O B-tim O
10590,The phrase is often used to refer to Kurdish militants in the region .,O O O O O O O O O O O O O O
10591,He will be inaugurated on May 14 .,O O O O O B-tim I-tim O
10592,He denied accusations that the opposition is acting in the interests of the U.S. government .,O O O O O O O O O O O O O B-geo O O
10593,The cuts trim one fifth of the company 's management and administrative workers over the next two years .,O O O O O O O O O O O O O O O O B-tim O O
10594,Israel has stepped up security around Jerusalem 's holiest site to prevent clashes between Muslim worshippers and Jewish extremists opposed to Israel 's impending withdrawal from the Gaza Strip .,B-geo O O O O O B-geo O O O O O O O B-geo O O O O O O B-geo O O O O O B-geo I-geo O
10595,"Britain , France and Germany , backed by the United States , want Iran to permanently give up uranium enrichment , which can be used to fuel nuclear weapons .",B-geo O B-geo O B-geo O O O O B-geo I-geo O O B-geo O O O O O O O O O O O O O O O O
10596,"The official news agency , KCNA , on Tuesday quotes Samuel Jang Jae On , described as head of the country 's Catholic association , as saying North Korean Catholics are deeply saddened by the pontiff 's passing .",O O O O O B-org O O B-tim O B-org I-org I-org O O O O O O O O O O O O O O B-org B-gpe B-org O O O O O O O O O
10597,"In May , the Pentagon recommended the closure of military installations from Maine to Hawaii .",O B-tim O O B-org O O O O O O O B-geo O B-geo O
10598,""" What is the matter with your shirt ? "" inquired the Tramp .",O O O O O O O O O O O O O O
10599,The service said Tuesday the quake had a magnitude of 6.3 and was centered in the Molucca Sea about 135 kilometers northwest of Ternate .,O O O B-tim O O O O O O O O O O O O B-geo I-geo O O O O O B-geo O
10600,"U.N.-Afghan chief electoral officer Peter Erben says Thursday this is in line with earlier estimates , with some 6.6 million voters casting ballots in the first parliamentary elections in more than 30 years .",O O O O B-per I-per O B-tim O O O O O O O O O O O O O O O O O O O O O O O B-tim O O
10601,The former head of the U.S. central bank says in a new memoir that he believes the Iraq war is largely about oil .,O O O O O B-geo O O O O O O O O O O O B-geo O O O O O O
10602,A senior Russian veterinary official says a bird and animal market in southern Moscow is the source of last week 's bird flu outbreak on nearby farms .,O O B-gpe O O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O
